#Wave		#Intensity
958.468750	1114.369141
956.974609	1015.648682
955.480469	1094.194702
953.984375	1122.537720
952.490234	1109.054565
950.996094	1070.483154
949.501953	1108.851318
948.005859	1110.420044
946.511719	1090.249023
945.015625	1101.848633
943.521484	1187.005493
942.025391	1128.380493
940.529297	1200.143311
939.033203	1118.127075
937.537109	1159.792725
936.041016	1186.409546
934.544922	1218.032104
933.048828	1196.185791
931.552734	1217.775024
930.054688	1309.510742
928.558594	1265.946045
927.062500	1247.438354
925.564453	1280.695435
924.066406	1282.222290
922.570313	1292.094116
921.072266	1355.376221
919.574219	1283.454224
918.076172	1371.752075
916.578125	1319.865234
915.078125	1376.435547
913.580078	1381.276733
912.082031	1351.087036
910.582031	1405.961548
909.083984	1417.463501
907.583984	1442.300537
906.083984	1487.136230
904.583984	1465.279907
903.085938	1475.096436
901.583984	1479.909302
900.083984	1548.040771
898.583984	1549.507935
897.083984	1584.291748
895.582031	1574.090820
894.082031	1582.211548
892.580078	1528.713867
891.078125	1620.087646
889.576172	1671.479980
888.076172	1634.633301
886.572266	1659.376831
885.070313	1659.149902
883.568359	1683.880371
882.066406	1652.037354
880.562500	1818.152344
879.060547	1716.441162
877.556641	1722.851074
876.052734	1820.708862
874.548828	1825.436646
873.044922	1793.591553
871.541016	1878.096436
870.037109	1906.074341
868.531250	1799.457153
867.027344	1850.693726
865.521484	1868.692383
864.017578	1880.041016
862.511719	1906.329834
861.005859	1945.891968
859.500000	1932.318359
857.994141	1857.334351
856.486328	1933.391846
854.980469	1921.481201
853.472656	1956.026367
851.966797	1929.183838
850.458984	1981.958130
848.951172	1991.599243
847.443359	1974.707520
845.935547	2000.921509
844.427734	2035.413330
842.917969	1962.172241
841.410156	1983.400635
839.900391	1988.053711
838.392578	2035.771484
836.882813	2048.692871
835.373047	2015.243042
833.863281	2129.154785
832.351563	2052.660400
830.841797	2070.530518
829.330078	2073.499756
827.820313	2107.903320
826.308594	2135.677002
824.796875	2084.047607
823.285156	2083.699951
821.773438	2089.964844
820.261719	2081.347656
818.748047	2127.277832
817.236328	2145.096680
815.722656	2121.599854
814.208984	2225.317871
812.695313	2205.116211
811.181641	2155.193359
809.667969	2212.614746
808.154297	2187.469238
806.638672	2251.465332
805.125000	2285.731689
803.609375	2234.181641
802.093750	2230.491699
800.578125	2259.791504
799.062500	2247.850098
797.546875	2267.240723
796.029297	2304.758057
794.513672	2228.527100
