390.033	3.53174
388.436	326.974
386.838	1512.65
385.24	4226.59
383.643	7048.98
382.045	6641.95
380.445	4078.63
378.846	2529.45
377.248	1715.58
375.648	1270.9
374.047	862.345
372.447	638.303
370.848	417.459
369.246	381.03
367.645	243.109
366.043	75.6099
364.441	84.5507
362.84	70.0701
361.236	30.6842
359.635	80.1832
358.031	-82.3824
356.428	45.13
354.824	-5.11584
353.221	-58.4534
351.615	-16.6758
350.012	-6.10315
348.406	-7.95593
346.801	-40.9501
345.195	-49.0128
343.59	-29.0469
341.982	-46.4063
340.377	-116.691
338.77	-51.5613
337.162	-92.2106
335.555	-14.6516
333.947	-35.0709
332.34	-39.9319
330.73	-16.7782
329.123	-71.3589
327.514	-73.0668
325.904	-12.6127
324.295	-4.99072
322.684	4.2052
321.074	44.449
319.463	7.07446
