X;Y;x0_Si;ampli_Si;area_Si;fwhm_Si;Quadrant;Zone;Slot;DeltaW;Strain (GPa);NB pts
-67.0;-116.047;515.131;8146.886;50655.985;3.958;Q1;Edge;5;5.569000000000074;1.211257500000016;49pts
-34.682;-129.434;514.982;8194.288;50056.221;3.889;Q1;Edge;5;5.718000000000075;1.2436650000000162;49pts
0.0;-134.0;515.142;8134.051;49667.415;3.887;;Edge;5;5.557999999999993;1.2088649999999983;49pts
34.682;-129.434;515.188;7891.235;48215.326;3.89;Q4;Edge;5;5.512000000000057;1.1988600000000125;49pts
67.0;-116.047;515.171;7781.109;48028.23;3.929;Q4;Edge;5;5.528999999999996;1.2025574999999993;49pts
94.752;-94.752;515.046;7842.357;48400.061;3.929;Q4;Edge;5;5.653999999999996;1.2297449999999992;49pts
116.047;-67.0;515.265;6594.016;40621.707;3.922;Q4;Edge;5;5.435000000000059;1.1821125000000128;49pts
129.434;-34.682;515.002;7675.673;47212.884;3.916;Q4;Edge;5;5.698000000000093;1.2393150000000202;49pts
0.0;0.0;514.617;8197.346;49559.925;3.849;;Center;6;6.083000000000084;1.3230525000000182;49pts
44.667;0.0;514.729;8064.035;49396.832;3.9;;Center;6;5.971000000000004;1.2986925000000007;49pts
31.584;31.584;514.716;7846.666;48782.054;3.958;Q3;Center;6;5.984000000000037;1.301520000000008;49pts
0.0;44.667;514.84;8055.953;49262.559;3.893;;Center;6;5.860000000000014;1.274550000000003;49pts
-31.584;31.584;514.722;7879.926;47962.068;3.875;Q2;Center;6;5.9780000000000655;1.3002150000000143;49pts
-44.667;0.0;514.757;7910.848;48337.436;3.89;;Center;6;5.943000000000097;1.2926025000000212;49pts
-31.584;-31.584;514.784;8027.751;49466.128;3.923;Q1;Center;6;5.916000000000054;1.2867300000000117;49pts
0.0;-44.667;514.713;8112.471;49299.962;3.869;;Center;6;5.98700000000008;1.3021725000000175;49pts
31.584;-31.584;514.823;8134.452;49960.494;3.91;Q4;Center;6;5.877000000000066;1.2782475000000144;49pts
89.333;0.0;514.779;7160.965;43479.971;3.865;;Mid-Radius;6;5.921000000000049;1.2878175000000107;49pts
82.533;34.186;514.819;7140.146;43830.364;3.908;Q3;Mid-Radius;6;5.8810000000000855;1.2791175000000186;49pts
63.168;63.168;514.843;7013.608;42307.878;3.84;Q3;Mid-Radius;6;5.857000000000085;1.2738975000000183;49pts
34.186;82.533;514.8;6961.14;42196.549;3.859;Q3;Mid-Radius;6;5.900000000000091;1.2832500000000198;49pts
0.0;89.333;514.845;6858.033;41654.69;3.867;;Mid-Radius;6;5.855000000000018;1.273462500000004;49pts
-34.186;82.533;514.979;6526.011;40422.411;3.943;Q2;Mid-Radius;6;5.721000000000004;1.2443175000000009;49pts
-63.168;63.168;514.821;6737.172;41164.802;3.89;Q2;Mid-Radius;6;5.879000000000019;1.2786825000000042;49pts
-82.533;34.186;514.87;7024.977;42661.975;3.866;Q2;Mid-Radius;6;5.830000000000041;1.2680250000000088;49pts
-89.333;0.0;514.809;7259.575;43770.949;3.838;;Mid-Radius;6;5.891000000000076;1.2812925000000166;49pts
-82.533;-34.186;514.742;7186.406;43666.293;3.868;Q1;Mid-Radius;6;5.958000000000084;1.2958650000000185;49pts
-63.168;-63.168;514.871;7326.479;44239.143;3.844;Q1;Mid-Radius;6;5.829000000000065;1.267807500000014;49pts
-34.186;-82.533;514.827;7519.912;44973.637;3.807;Q1;Mid-Radius;6;5.873000000000047;1.2773775000000105;49pts
0.0;-89.333;514.856;7516.847;45052.24;3.816;;Mid-Radius;6;5.844000000000051;1.271070000000011;49pts
34.186;-82.533;514.822;7262.134;43315.548;3.797;Q4;Mid-Radius;6;5.878000000000043;1.2784650000000093;49pts
63.168;-63.168;514.898;7344.209;44557.653;3.862;Q4;Mid-Radius;6;5.802000000000021;1.2619350000000045;49pts
82.533;-34.186;514.902;7275.31;44185.44;3.866;Q4;Mid-Radius;6;5.798000000000002;1.2610650000000003;49pts
134.0;0.0;514.903;7156.403;43070.178;3.831;;Edge;6;5.7970000000000255;1.2608475000000057;49pts
129.434;34.682;515.125;7659.696;46412.48;3.857;Q3;Edge;6;5.5750000000000455;1.21256250000001;49pts
116.048;67.0;515.062;7788.444;47053.383;3.846;Q3;Edge;6;5.638000000000034;1.2262650000000073;49pts
94.752;94.752;514.931;7739.14;47175.673;3.881;Q3;Edge;6;5.7690000000000055;1.254757500000001;49pts
67.0;116.047;515.01;7915.437;48481.999;3.899;Q3;Edge;6;5.690000000000055;1.237575000000012;49pts
34.682;129.434;515.112;7950.846;48793.028;3.907;Q3;Edge;6;5.588000000000079;1.2153900000000173;49pts
0.0;134.0;514.934;8008.329;48632.267;3.866;;Edge;6;5.766000000000076;1.254105000000017;49pts
-34.682;129.434;515.035;7548.89;46578.793;3.928;Q2;Edge;6;5.665000000000077;1.2321375000000168;49pts
-67.0;116.047;515.195;7416.468;45964.092;3.945;Q2;Edge;6;5.504999999999996;1.197337499999999;49pts
-94.752;94.752;514.949;7144.176;44431.876;3.959;Q2;Edge;6;5.75100000000009;1.2508425000000196;49pts
-116.047;67.0;515.158;7710.084;47614.256;3.931;Q2;Edge;6;5.54200000000003;1.2053850000000066;49pts
-129.434;34.682;515.086;7285.667;44179.172;3.86;Q2;Edge;6;5.614000000000033;1.221045000000007;49pts
-134.0;0.0;515.116;7971.5;48741.354;3.893;;Edge;6;5.58400000000006;1.2145200000000131;49pts
-129.434;-34.682;515.044;7084.96;43864.149;3.941;Q1;Edge;6;5.656000000000063;1.2301800000000136;49pts
-116.047;-67.0;515.0;7865.195;47846.969;3.873;Q1;Edge;6;5.7000000000000455;1.23975000000001;49pts
-94.752;-94.752;515.111;7956.518;48375.365;3.871;Q1;Edge;6;5.589000000000056;1.2156075000000122;49pts
-67.0;-116.047;515.093;8008.314;49220.631;3.913;Q1;Edge;6;5.607000000000085;1.2195225000000185;49pts
-34.682;-129.434;515.17;7996.943;49003.792;3.901;Q1;Edge;6;5.530000000000086;1.2027750000000188;49pts
0.0;-134.0;515.273;8106.366;48852.925;3.837;;Edge;6;5.427000000000021;1.1803725000000045;49pts
34.682;-129.434;515.145;7887.567;48044.101;3.878;Q4;Edge;6;5.555000000000064;1.208212500000014;49pts
67.0;-116.047;515.088;8010.395;48289.01;3.838;Q4;Edge;6;5.61200000000008;1.2206100000000173;49pts
94.752;-94.752;515.098;7869.574;47699.433;3.859;Q4;Edge;6;5.602000000000089;1.2184350000000197;49pts
116.047;-67.0;515.147;7561.369;46300.541;3.898;Q4;Edge;6;5.552999999999997;1.2077774999999995;49pts
129.434;-34.682;515.208;7410.205;45379.98;3.899;Q4;Edge;6;5.492000000000076;1.1945100000000164;49pts
0.0;0.0;514.706;8909.729;54447.149;3.89;;Center;7;5.994000000000028;1.303695000000006;49pts
44.667;0.0;514.646;8863.962;54481.882;3.913;;Center;7;6.054000000000087;1.316745000000019;49pts
31.584;31.584;514.825;8889.626;54471.735;3.901;Q3;Center;7;5.875;1.2778125;49pts
0.0;44.667;514.695;8844.881;54262.562;3.906;;Center;7;6.004999999999996;1.306087499999999;49pts
-31.584;31.584;514.779;8367.692;51193.295;3.895;Q2;Center;7;5.921000000000049;1.2878175000000107;49pts
-44.667;0.0;514.828;8829.337;55027.308;3.968;;Center;7;5.872000000000071;1.2771600000000154;49pts
-31.584;-31.584;514.833;8739.73;54527.893;3.972;Q1;Center;7;5.867000000000076;1.2760725000000164;49pts
0.0;-44.667;514.741;9202.928;56590.291;3.915;;Center;7;5.95900000000006;1.2960825000000131;49pts
31.584;-31.584;514.79;8942.772;54295.038;3.865;Q4;Center;7;5.910000000000082;1.2854250000000178;49pts
89.333;0.0;515.057;6734.264;40904.678;3.867;;Mid-Radius;7;5.643000000000029;1.2273525000000065;49pts
82.533;34.186;514.858;7642.89;46906.278;3.907;Q3;Mid-Radius;7;5.842000000000098;1.2706350000000213;49pts
63.168;63.168;514.931;7649.544;46653.657;3.883;Q3;Mid-Radius;7;5.7690000000000055;1.254757500000001;49pts
34.186;82.533;514.898;7719.763;47148.539;3.888;Q3;Mid-Radius;7;5.802000000000021;1.2619350000000045;49pts
0.0;89.333;514.823;7686.605;46925.322;3.886;;Mid-Radius;7;5.877000000000066;1.2782475000000144;49pts
-34.186;82.533;514.931;7445.676;45315.51;3.875;Q2;Mid-Radius;7;5.7690000000000055;1.254757500000001;49pts
-63.168;63.168;514.931;7896.283;47927.684;3.864;Q2;Mid-Radius;7;5.7690000000000055;1.254757500000001;49pts
-82.533;34.186;514.851;7448.305;45956.768;3.928;Q2;Mid-Radius;7;5.849000000000046;1.27215750000001;49pts
-89.333;0.0;514.811;7882.168;48140.998;3.888;;Mid-Radius;7;5.88900000000001;1.2808575000000022;49pts
-82.533;-34.186;514.885;7832.531;47601.962;3.869;Q1;Mid-Radius;7;5.815000000000055;1.2647625000000118;49pts
-63.168;-63.168;515.05;7952.815;48107.588;3.851;Q1;Mid-Radius;7;5.650000000000091;1.2288750000000197;49pts
-34.186;-82.533;514.907;8040.453;48798.413;3.864;Q1;Mid-Radius;7;5.793000000000006;1.2599775000000013;49pts
0.0;-89.333;514.868;7891.525;47830.493;3.859;;Mid-Radius;7;5.831999999999994;1.2684599999999986;49pts
34.186;-82.533;514.906;7530.815;46149.492;3.901;Q4;Mid-Radius;7;5.794000000000096;1.260195000000021;49pts
63.168;-63.168;514.925;7893.04;48392.802;3.903;Q4;Mid-Radius;7;5.775000000000091;1.2560625000000198;49pts
82.533;-34.186;514.937;7730.965;47156.301;3.883;Q4;Mid-Radius;7;5.763000000000034;1.2534525000000074;49pts
134.0;0.0;515.097;8088.235;49802.856;3.92;;Edge;7;5.6030000000000655;1.218652500000014;49pts
129.434;34.682;515.038;7620.105;47271.266;3.949;Q3;Edge;7;5.662000000000035;1.2314850000000075;49pts
116.047;67.0;515.227;8169.071;50171.929;3.91;Q3;Edge;7;5.47300000000007;1.1903775000000152;49pts
94.752;94.752;515.114;8142.32;50173.333;3.923;Q3;Edge;7;5.586000000000013;1.214955000000003;49pts
67.0;116.047;515.178;8515.805;51974.711;3.885;Q3;Edge;7;5.522000000000048;1.2010350000000105;49pts
34.682;129.434;515.106;8453.125;51684.278;3.892;Q3;Edge;7;5.594000000000051;1.216695000000011;49pts
0.0;134.0;515.065;8640.553;52563.668;3.873;;Edge;7;5.634999999999991;1.225612499999998;49pts
-34.682;129.434;515.122;8558.474;52268.255;3.888;Q2;Edge;7;5.578000000000088;1.2132150000000193;49pts
-67.0;116.047;515.123;8621.239;52873.675;3.904;Q2;Edge;7;5.576999999999998;1.2129974999999995;49pts
-94.752;94.752;514.987;8588.66;52499.738;3.891;Q2;Edge;7;5.713000000000079;1.2425775000000172;49pts
-116.048;67.0;514.978;8517.795;51663.481;3.861;Q2;Edge;7;5.722000000000094;1.2445350000000204;49pts
-129.434;34.682;515.187;8589.897;52578.824;3.897;Q2;Edge;7;5.513000000000034;1.1990775000000071;49pts
-134.0;0.0;514.925;8517.3;52141.704;3.897;;Edge;7;5.775000000000091;1.2560625000000198;49pts
-129.434;-34.682;515.039;8725.587;52851.676;3.856;Q1;Edge;7;5.661000000000058;1.2312675000000126;49pts
-116.047;-67.0;515.211;8648.409;52334.709;3.852;Q1;Edge;7;5.489000000000033;1.1938575000000071;49pts
-94.752;-94.752;515.055;8413.511;50800.103;3.844;Q1;Edge;7;5.645000000000096;1.227787500000021;49pts
-67.0;-116.047;515.232;8580.2;52216.8;3.874;Q1;Edge;7;5.468000000000075;1.1892900000000162;49pts
-34.682;-129.434;515.099;8505.015;51728.052;3.872;Q1;Edge;7;5.600999999999999;1.2182174999999995;49pts
0.0;-134.0;515.199;8445.942;51598.86;3.889;;Edge;7;5.50100000000009;1.1964675000000196;49pts
34.682;-129.434;515.054;8377.701;50267.213;3.82;Q4;Edge;7;5.646000000000072;1.2280050000000156;49pts
67.0;-116.047;514.985;8594.725;52324.66;3.876;Q4;Edge;7;5.715000000000032;1.243012500000007;49pts
94.752;-94.752;515.085;8592.516;52116.748;3.861;Q4;Edge;7;5.615000000000009;1.221262500000002;49pts
116.047;-67.0;515.137;8437.665;50873.058;3.838;Q4;Edge;7;5.563000000000102;1.2099525000000222;49pts
129.434;-34.682;515.162;7925.951;48241.558;3.875;Q4;Edge;7;5.538000000000011;1.2045150000000024;49pts
0.0;0.0;514.71;8589.158;51819.789;3.841;;Center;8;5.990000000000009;1.302825000000002;49pts
44.667;0.0;514.852;8530.385;52246.873;3.899;;Center;8;5.84800000000007;1.2719400000000152;49pts
31.584;31.584;514.786;8551.663;52235.838;3.889;Q3;Center;8;5.914000000000101;1.286295000000022;49pts
0.0;44.667;514.752;8569.232;52208.893;3.879;;Center;8;5.948000000000093;1.2936900000000202;49pts
-31.584;31.584;514.676;8504.518;51549.79;3.859;Q2;Center;8;6.024000000000001;1.3102200000000002;49pts
-44.667;0.0;514.845;8587.952;52345.677;3.88;;Center;8;5.855000000000018;1.273462500000004;49pts
-31.584;-31.584;514.733;8786.42;53054.762;3.844;Q1;Center;8;5.967000000000098;1.2978225000000214;49pts
0.0;-44.667;514.767;8647.942;52804.171;3.887;;Center;8;5.932999999999993;1.2904274999999985;49pts
31.584;-31.584;514.611;8683.462;52724.68;3.865;Q4;Center;8;6.089000000000056;1.324357500000012;49pts
89.333;0.0;514.946;7590.452;45500.603;3.816;;Mid-Radius;8;5.754000000000019;1.2514950000000042;49pts
82.533;34.186;514.935;7547.321;45808.217;3.864;Q3;Mid-Radius;8;5.7650000000001;1.2538875000000218;49pts
63.168;63.168;514.873;7556.616;45570.954;3.839;Q3;Mid-Radius;8;5.826999999999998;1.2673724999999996;49pts
34.186;82.533;514.822;7686.831;46148.692;3.822;Q3;Mid-Radius;8;5.878000000000043;1.2784650000000093;49pts
0.0;89.333;514.858;7571.46;46138.548;3.879;;Mid-Radius;8;5.842000000000098;1.2706350000000213;49pts
-34.186;82.533;515.006;7701.037;46800.105;3.869;Q2;Mid-Radius;8;5.694000000000074;1.238445000000016;49pts
-63.168;63.168;514.855;7725.183;47047.156;3.877;Q2;Mid-Radius;8;5.845000000000027;1.271287500000006;49pts
-82.533;34.186;514.9;7547.946;45924.51;3.873;Q2;Mid-Radius;8;5.800000000000068;1.2615000000000147;49pts
-89.333;0.0;514.887;7243.011;43846.826;3.854;;Mid-Radius;8;5.813000000000102;1.2643275000000225;49pts
-82.533;-34.186;515.002;7523.612;45616.333;3.86;Q1;Mid-Radius;8;5.698000000000093;1.2393150000000202;49pts
-63.168;-63.168;514.792;7694.672;46106.353;3.815;Q1;Mid-Radius;8;5.908000000000016;1.2849900000000034;49pts
-34.186;-82.533;514.993;7717.451;46993.446;3.877;Q1;Mid-Radius;8;5.706999999999994;1.241272499999999;49pts
0.0;-89.333;514.811;7763.532;46737.448;3.833;;Mid-Radius;8;5.88900000000001;1.2808575000000022;49pts
34.187;-82.533;514.87;7590.113;45819.969;3.843;Q4;Mid-Radius;8;5.830000000000041;1.2680250000000088;49pts
63.168;-63.168;514.985;7555.77;45471.189;3.831;Q4;Mid-Radius;8;5.715000000000032;1.243012500000007;49pts
82.533;-34.186;514.888;7512.438;45435.962;3.85;Q4;Mid-Radius;8;5.812000000000012;1.2641100000000025;49pts
134.0;0.0;515.103;8024.583;48951.833;3.884;;Edge;8;5.597000000000094;1.2173475000000205;49pts
129.434;34.682;515.241;7911.335;47916.266;3.856;Q3;Edge;8;5.45900000000006;1.187332500000013;49pts
116.047;67.0;515.007;8106.369;48862.2;3.837;Q3;Edge;8;5.693000000000097;1.2382275000000211;49pts
94.752;94.752;515.259;8015.923;48441.609;3.847;Q3;Edge;8;5.441000000000031;1.183417500000007;49pts
67.0;116.047;515.015;7883.292;48234.142;3.895;Q3;Edge;8;5.685000000000059;1.2364875000000128;49pts
34.682;129.434;515.179;8197.326;50592.729;3.929;Q3;Edge;8;5.521000000000072;1.2008175000000156;49pts
0.0;134.0;515.038;8314.594;50027.503;3.83;;Edge;8;5.662000000000035;1.2314850000000075;49pts
-34.682;129.434;514.944;8160.204;49617.247;3.871;Q2;Edge;8;5.7560000000000855;1.2519300000000186;49pts
-67.0;116.047;515.006;8190.002;49707.681;3.864;Q2;Edge;8;5.694000000000074;1.238445000000016;49pts
-94.752;94.752;514.992;8228.877;50400.418;3.899;Q2;Edge;8;5.708000000000084;1.2414900000000182;49pts
-116.048;67.0;515.042;8356.802;50715.385;3.863;Q2;Edge;8;5.658000000000016;1.2306150000000031;49pts
-129.434;34.682;514.915;8170.045;49754.731;3.877;Q2;Edge;8;5.785000000000082;1.258237500000018;49pts
-134.0;0.0;514.86;8303.505;50567.153;3.877;;Edge;8;5.840000000000032;1.2702000000000069;49pts
-129.434;-34.682;515.136;8228.852;50618.736;3.916;Q1;Edge;8;5.564000000000078;1.210170000000017;49pts
-116.047;-67.0;515.092;8221.014;50101.738;3.88;Q1;Edge;8;5.608000000000061;1.2197400000000131;49pts
-94.752;-94.752;515.005;8192.184;49410.217;3.84;Q1;Edge;8;5.69500000000005;1.2386625000000109;49pts
-67.0;-116.047;514.985;8260.95;49736.052;3.833;Q1;Edge;8;5.715000000000032;1.243012500000007;49pts
-34.682;-129.434;515.129;8123.967;49135.987;3.85;Q1;Edge;8;5.571000000000026;1.2116925000000058;49pts
0.0;-134.0;514.996;8185.361;49645.637;3.861;;Edge;8;5.704000000000065;1.240620000000014;49pts
34.682;-129.434;515.217;8026.266;48463.793;3.844;Q4;Edge;8;5.483000000000061;1.1925525000000132;49pts
67.0;-116.047;515.074;8035.957;49199.707;3.898;Q4;Edge;8;5.62600000000009;1.2236550000000197;49pts
94.752;-94.752;515.177;7953.383;48753.179;3.902;Q4;Edge;8;5.523000000000025;1.2012525000000054;49pts
116.047;-67.0;515.043;7799.888;47816.923;3.903;Q4;Edge;8;5.657000000000039;1.2303975000000085;49pts
129.434;-34.682;515.08;7477.205;45878.126;3.906;Q4;Edge;8;5.6200000000000045;1.222350000000001;49pts
0.0;0.0;514.654;8726.052;52727.999;3.847;;Center;9;6.046000000000049;1.3150050000000106;49pts
44.667;0.0;514.77;8525.223;51862.557;3.873;;Center;9;5.930000000000064;1.289775000000014;49pts
31.584;31.584;514.832;8675.75;52548.075;3.856;Q3;Center;9;5.868000000000052;1.2762900000000112;49pts
0.0;44.667;514.802;8658.875;52766.464;3.88;;Center;9;5.898000000000025;1.2828150000000054;49pts
-31.584;31.584;514.774;8490.642;51824.104;3.886;Q2;Center;9;5.926000000000045;1.2889050000000095;49pts
-44.667;0.0;514.643;8762.746;52915.966;3.844;;Center;9;6.057000000000016;1.3173975000000036;49pts
-31.584;-31.584;514.907;8825.214;53644.806;3.87;Q1;Center;9;5.793000000000006;1.2599775000000013;49pts
0.0;-44.667;514.762;8993.867;54446.494;3.854;;Center;9;5.938000000000102;1.2915150000000222;49pts
31.584;-31.584;514.869;8726.725;53242.812;3.884;Q4;Center;9;5.831000000000017;1.2682425000000035;49pts
89.333;0.0;514.858;7467.499;45222.861;3.855;;Mid-Radius;9;5.842000000000098;1.2706350000000213;49pts
82.533;34.186;514.91;7661.847;45970.866;3.82;Q3;Mid-Radius;9;5.790000000000077;1.259325000000017;49pts
63.168;63.168;514.965;7610.378;46059.332;3.853;Q3;Mid-Radius;9;5.735000000000014;1.247362500000003;49pts
34.186;82.533;514.903;7742.763;46562.52;3.828;Q3;Mid-Radius;9;5.7970000000000255;1.2608475000000057;49pts
0.0;89.333;514.866;7603.385;46628.205;3.904;;Mid-Radius;9;5.83400000000006;1.268895000000013;49pts
-34.187;82.533;514.7;7516.511;45733.016;3.873;Q2;Mid-Radius;9;6.0;1.305;49pts
-63.168;63.168;514.932;7788.255;47062.573;3.847;Q2;Mid-Radius;9;5.768000000000029;1.2545400000000064;49pts
-82.533;34.186;514.901;7483.929;45431.193;3.865;Q2;Mid-Radius;9;5.799000000000092;1.26128250000002;49pts
-89.333;0.0;514.868;7677.248;46640.634;3.868;;Mid-Radius;9;5.831999999999994;1.2684599999999986;49pts
-82.533;-34.186;514.822;7740.002;46864.384;3.855;Q1;Mid-Radius;9;5.878000000000043;1.2784650000000093;49pts
-63.168;-63.168;514.953;7604.337;46106.462;3.86;Q1;Mid-Radius;9;5.747000000000071;1.2499725000000157;49pts
-34.186;-82.533;514.879;7787.91;46947.195;3.838;Q1;Mid-Radius;9;5.821000000000026;1.2660675000000057;49pts
0.0;-89.333;515.117;7685.755;46381.18;3.842;;Mid-Radius;9;5.583000000000084;1.2143025000000185;49pts
34.186;-82.533;514.992;7673.986;46659.788;3.871;Q4;Mid-Radius;9;5.708000000000084;1.2414900000000182;49pts
63.168;-63.168;514.935;7610.891;46074.663;3.854;Q4;Mid-Radius;9;5.7650000000001;1.2538875000000218;49pts
82.533;-34.186;514.972;7479.906;45234.857;3.85;Q4;Mid-Radius;9;5.7280000000000655;1.2458400000000145;49pts
134.0;0.0;515.107;8097.0;49129.063;3.863;;Edge;9;5.593000000000075;1.2164775000000163;49pts
129.434;34.682;515.095;7889.621;48081.117;3.88;Q3;Edge;9;5.605000000000018;1.219087500000004;49pts
116.047;67.0;515.131;7986.493;48623.176;3.876;Q3;Edge;9;5.569000000000074;1.211257500000016;49pts
94.752;94.752;515.134;7907.809;48181.071;3.879;Q3;Edge;9;5.566000000000031;1.2106050000000068;49pts
67.0;116.047;514.96;8218.334;49497.369;3.834;Q3;Edge;9;5.740000000000009;1.248450000000002;49pts
34.682;129.434;515.004;8180.913;50051.735;3.895;Q3;Edge;9;5.696000000000026;1.2388800000000058;49pts
0.0;134.0;515.072;7660.987;46425.556;3.858;;Edge;9;5.628000000000043;1.2240900000000092;49pts
-34.682;129.434;515.165;7975.688;48658.417;3.884;Q2;Edge;9;5.535000000000082;1.2038625000000178;49pts
-67.0;116.047;515.061;8238.679;50149.293;3.875;Q2;Edge;9;5.63900000000001;1.226482500000002;49pts
-94.752;94.752;515.056;7947.513;48517.676;3.886;Q2;Edge;9;5.6440000000000055;1.2275700000000012;49pts
-116.047;67.0;515.157;8247.0;50158.534;3.872;Q2;Edge;9;5.543000000000006;1.2056025000000017;49pts
-129.434;34.682;515.016;7840.356;48016.937;3.899;Q2;Edge;9;5.684000000000083;1.236270000000018;49pts
-134.0;0.0;514.967;8192.538;50348.296;3.912;;Edge;9;5.733000000000061;1.2469275000000133;49pts
-129.434;-34.682;515.03;7860.62;48542.939;3.931;Q1;Edge;9;5.670000000000073;1.2332250000000158;49pts
-116.047;-67.0;515.008;8237.466;50607.86;3.911;Q1;Edge;9;5.692000000000007;1.2380100000000016;49pts
-94.752;-94.752;514.925;8254.183;49819.141;3.842;Q1;Edge;9;5.775000000000091;1.2560625000000198;49pts
-67.0;-116.047;515.102;8210.542;49224.291;3.817;Q1;Edge;9;5.59800000000007;1.217565000000015;49pts
-34.682;-129.434;515.055;8355.951;50417.223;3.841;Q1;Edge;9;5.645000000000096;1.227787500000021;49pts
0.0;-134.0;515.068;8054.093;49495.012;3.912;;Edge;9;5.632000000000062;1.2249600000000134;49pts
34.682;-129.434;515.082;8062.53;49185.552;3.884;Q4;Edge;9;5.618000000000052;1.2219150000000112;49pts
67.0;-116.047;515.092;8159.533;49264.517;3.844;Q4;Edge;9;5.608000000000061;1.2197400000000131;49pts
94.752;-94.752;515.112;8205.385;49916.337;3.873;Q4;Edge;9;5.588000000000079;1.2153900000000173;49pts
116.047;-67.0;515.124;7823.031;47976.002;3.904;Q4;Edge;9;5.576000000000022;1.2127800000000046;49pts
129.434;-34.682;514.849;7714.042;46821.601;3.864;Q4;Edge;9;5.850999999999999;1.2725924999999998;49pts
0.0;0.0;514.797;8743.509;53211.756;3.874;;Center;10;5.90300000000002;1.2839025000000044;49pts
44.667;0.0;514.747;8717.846;53159.617;3.882;;Center;10;5.953000000000088;1.2947775000000192;49pts
31.584;31.584;514.922;8573.404;52325.58;3.885;Q3;Center;10;5.77800000000002;1.2567150000000042;49pts
0.0;44.667;514.71;8626.0;52317.208;3.861;;Center;10;5.990000000000009;1.302825000000002;49pts
-31.584;31.584;514.717;8696.12;52106.786;3.815;Q2;Center;10;5.983000000000061;1.3013025000000134;49pts
-44.667;0.0;514.755;8737.379;53111.438;3.87;;Center;10;5.94500000000005;1.293037500000011;49pts
-31.584;-31.584;514.697;8945.515;54100.055;3.85;Q1;Center;10;6.003000000000043;1.3056525000000092;49pts
0.0;-44.667;514.823;8900.963;54557.412;3.902;;Center;10;5.877000000000066;1.2782475000000144;49pts
31.584;-31.584;514.79;8738.481;53365.44;3.888;Q4;Center;10;5.910000000000082;1.2854250000000178;49pts
89.333;0.0;515.039;7586.812;46298.915;3.885;;Mid-Radius;10;5.661000000000058;1.2312675000000126;49pts
82.533;34.186;514.881;7682.218;46045.941;3.816;Q3;Mid-Radius;10;5.819000000000074;1.265632500000016;49pts
63.168;63.168;514.852;7633.348;45707.32;3.812;Q3;Mid-Radius;10;5.84800000000007;1.2719400000000152;49pts
34.186;82.533;515.075;7577.133;46319.598;3.892;Q3;Mid-Radius;10;5.625;1.2234375;49pts
0.0;89.333;515.003;7560.564;45714.668;3.849;;Mid-Radius;10;5.697000000000003;1.2390975000000006;49pts
-34.186;82.533;515.012;7684.506;46246.121;3.831;Q2;Mid-Radius;10;5.688000000000102;1.237140000000022;49pts
-63.168;63.168;514.922;7817.253;47468.388;3.866;Q2;Mid-Radius;10;5.77800000000002;1.2567150000000042;49pts
-82.533;34.186;515.108;7535.846;45736.024;3.864;Q2;Mid-Radius;10;5.592000000000098;1.2162600000000214;49pts
-89.333;0.0;514.987;7686.527;47121.73;3.903;;Mid-Radius;10;5.713000000000079;1.2425775000000172;49pts
-82.533;-34.186;514.848;7777.667;47240.994;3.867;Q1;Mid-Radius;10;5.852000000000089;1.272810000000019;49pts
-63.168;-63.168;514.796;7691.303;46306.057;3.833;Q1;Mid-Radius;10;5.903999999999996;1.2841199999999993;49pts
-34.186;-82.533;514.884;7933.182;47337.525;3.799;Q1;Mid-Radius;10;5.816000000000031;1.2649800000000069;49pts
0.0;-89.333;514.911;7886.981;47344.966;3.822;;Mid-Radius;10;5.789000000000101;1.259107500000022;49pts
34.187;-82.533;514.94;7753.169;46861.531;3.848;Q4;Mid-Radius;10;5.759999999999991;1.252799999999998;49pts
63.168;-63.168;514.869;7744.874;46846.903;3.851;Q4;Mid-Radius;10;5.831000000000017;1.2682425000000035;49pts
82.533;-34.186;514.912;7626.121;45819.329;3.825;Q4;Mid-Radius;10;5.788000000000011;1.2588900000000025;49pts
134.0;0.0;515.035;8143.59;49721.929;3.887;;Edge;10;5.665000000000077;1.2321375000000168;49pts
129.434;34.682;515.027;8019.475;48668.669;3.864;Q3;Edge;10;5.673000000000002;1.2338775000000004;49pts
116.047;67.0;515.118;8102.088;49533.405;3.892;Q3;Edge;10;5.581999999999994;1.2140849999999983;49pts
94.752;94.752;515.128;8177.089;48913.132;3.808;Q3;Edge;10;5.572000000000003;1.2119100000000005;49pts
67.0;116.047;515.142;8285.883;50593.057;3.887;Q3;Edge;10;5.557999999999993;1.2088649999999983;49pts
34.682;129.434;515.045;8410.149;51071.51;3.866;Q3;Edge;10;5.655000000000086;1.2299625000000187;49pts
0.0;134.0;515.051;8563.541;52047.115;3.869;;Edge;10;5.649000000000001;1.2286575000000002;49pts
-34.682;129.434;514.971;8526.621;51729.413;3.862;Q2;Edge;10;5.729000000000042;1.2460575000000091;49pts
-67.0;116.047;515.259;8536.67;52254.929;3.897;Q2;Edge;10;5.441000000000031;1.183417500000007;49pts
-94.752;94.752;515.093;8491.259;51654.346;3.873;Q2;Edge;10;5.607000000000085;1.2195225000000185;49pts
-116.048;67.0;515.1;8475.779;52132.4;3.916;Q2;Edge;10;5.600000000000023;1.2180000000000049;49pts
